date;title;artist;danceability
2014-10-18;Really Don't Care;demi lovato;703
2014-10-18;Walk Thru;rich homie quan;0.71
2014-10-18;Hold You Down;dj khaled;507
2014-10-18;Bumpin' The Night;florida georgia line;446
2014-10-18;U Guessed It;og maco;894
2014-10-11;Drunk On A Plane;dierks bentley;439
2014-10-11;Main Chick;kid ink;775
2014-10-11;Angel In Blue Jeans;train;616
2014-10-11;Bend Ova;lil jon;0.85
2014-10-11;Left Hand Free;alt-j;697
2014-10-04;Loyal;chris brown;847
2014-10-04;Wiggle;jason derulo;697
2014-10-04;Where It's At (Yep, Yep);dustin lynch;552
2014-10-04;Love Runs Out;onerepublic;714
2014-10-04;Pills N Potions;nicki minaj;488
2014-10-04;Foreign;trey songz;749
2014-10-04;Dust;eli young band;586
2014-10-04;X;chris brown;547
2014-09-27;Summer;calvin harris;603
2014-09-27;Work;iggy azalea;695
2014-09-27;Love Never Felt So Good;michael jackson;634
2014-09-27;Good Kisser;usher;0.64
2014-09-27;Cold One;eric church;419
2014-09-27;Seen It All;jeezy;702
2014-09-27;Sweet Little Somethin';jason aldean;624
2014-09-27;Two Night Town;jason aldean;379
2014-09-20;Turn Down For What;dj snake;818
2014-09-20;Yeah;joe nichols;414
2014-09-20;River Bank;brad paisley;642
2014-09-20;I Will Never Let You Down;rita ora;753
2014-09-20;It Was Always You;maroon 5;613
2014-09-20;Delirious (Boneless);steve aoki, chris lake;706
2014-09-20;She Came To Give It To You;usher;821
2014-09-13;We Dem Boyz;wiz khalifa;717
2014-09-13;I Don't Dance;lee brice;587
2014-09-13;We Are Tonight;billy currington;0.56
2014-09-13;Who I Am With You;chris young;466
2014-09-13;Come Get It Bae;pharrell williams;934
2014-09-13;Best Mistake;ariana grande;654
2014-09-06;Come With Me Now;kongos;654
2014-09-06;Girls Chase Boys;ingrid michaelson;473
2014-09-06;Sing;ed sheeran;818
2014-09-06;Cut Her Off;kcamp;771
2014-09-06;Wasted;tiesto;648
2014-09-06;Dare (La La La);shakira;792
2014-08-30;Pompeii;bastille;681
2014-08-30;This Is How We Roll;florida georgia line ft. jason derulo;0.56
2014-08-30;Classic;mkto;713
2014-08-30;She Looks So Perfect;5 seconds of summer;495
2014-08-30;My Eyes;blake shelton;379
2014-08-30;I'm Ready;ajr;628
2014-08-23;Ain't It Fun;paramore;0.61
2014-08-23;Me And My Broken Heart;rixton;545
2014-08-23;Beachin';jake owen;527
2014-08-23;Birthday;katy perry;716
2014-08-23;Song About A Girl;eric paslay;508
2014-08-23;Wild Life;jack;774
2014-08-16;Talk Dirty;jason derulo;0.76
2014-08-16;Na Na;trey songz;0.67
2014-08-16;Or Nah;ty dolla $ign;0.83
2014-08-16;Chasing The Sun;hilary duff;706
2014-08-16;No Flex Zone!!;rae sremmurd;0.93
2014-08-09;Not A Bad Thing;justin timberlake;308
2014-08-09;Play It Again;luke bryan;0.51
2014-08-09;Who Do You Love?;yg;0.68
2014-08-09;Tennis Court;lorde;758
2014-08-09;Whiskey In My Water;tyler farr;526
2014-08-09;Word Crimes;"""weird al"" yankovic";897
2014-08-09;Happy Little Pill;troye sivan;567
2014-08-02;Best Day Of My Life;american authors;672
2014-08-02;Trophies;young money;747
2014-08-02;She Twerkin;ca$h out;843
2014-08-02;You & I (Nobody In The World);john legend;456
2014-08-02;Everything I Didn't Say;5 seconds of summer;375
2014-08-02;Word Crimes;weird al yankovic;897
2014-07-26;Let It Go;idina menzel;0.49
2014-07-26;Move That Doh;future;876
2014-07-26;Chainsaw;the band perry;608
2014-07-26;I Got A Car;george strait;601
2014-07-19;Timber;pitbull;587
2014-07-19;La La La;naughty boy;748
2014-07-19;Lettin' The Night Roll;justin moore;539
2014-07-19;Keep Them Kisses Comin';craig campbell;704
2014-07-19;We Are One (Ole Ola) [The 2014 FIFA World Cup Official Song];pitbull;595
2014-07-19;First Love;jennifer lopez;629
2014-07-19;Life Of The Party;shawn mendes;662
2014-07-19;Calm Down;busta rhymes;513
2014-07-19;Ten Feet Tall;afrojack;525
2014-07-12;Wake Me Up!;avicii;516
2014-07-12;Automatic;miranda lambert;591
2014-07-12;Wild Wild Love;pitbull;645
2014-07-12;You & I;one direction;574
2014-07-12;Jungle;jamie n commons;376
2014-07-12;Get Her Back;robin thicke;581
2014-07-05;Demons;imagine dragons;499
2014-07-05;Beat Of The Music;brett eldredge;629
2014-07-05;The Worst;jhene aiko;554
2014-07-05;Human;christina perri;439
2014-07-05;On Top Of The World;imagine dragons;507
2014-07-05;West Coast;lana del rey;422
2014-07-05;Kiss Me Kiss Me;5 seconds of summer;472
2014-07-05;Afire Love;ed sheeran;552
2014-06-28;Team;lorde;0.68
2014-06-28;Sleeping With A Friend;neon trees;584
2014-06-28;Empire;shakira;541
2014-06-28;I Choose You;sara bareilles;731
2014-06-28;Hangover;psy;699
2014-06-21;Story Of My Life;one direction;606
2014-06-21;Show Me;kid ink;491
2014-06-21;Bottoms Up;brantley gilbert;0.48
2014-06-21;Magic;coldplay;738
2014-06-21;Red Lights;tiesto;654
2014-06-21;Raging Fire;phillip phillips;562
2014-06-21;Ultraviolence;lana del rey;478
2014-06-14;Partition;beyonce;412
2014-06-14;Rewind;rascal flatts;535
2014-06-14;Cop Car;keith urban;536
2014-06-14;This Is How We Roll;florida georgia line;0.56
2014-06-14;Part II (On The Run);jay-z;597
2014-06-14;Mmm Yeah;austin mahone;725
2014-06-14;Don't Stop;5 seconds of summer;568
2014-06-14;I Won;future;587
2014-06-14;Shades Of Cool;lana del rey;0.26
2014-06-14;XO;john mayer;431
2014-06-07;Let Her Go;passenger;509
2014-06-07;Billie Jean;michael jackson;0.92
2014-06-07;Get Me Some Of That;thomas rhett;544
2014-06-07;Give Me Back My Hometown;eric church;613
2014-06-07;Can't Remember To Forget You;shakira;697
2014-06-07;Stoner;young thug;879
2014-06-07;Slave To The Rhythm;michael jackson;739
2014-06-07;Somebody That I Used To Know;christina grimmie;862
2014-06-07;Can't Help Falling In Love;christina grimmie;395
2014-06-07;Leave Your Lover;sam smith;589
2014-05-31;The Monster;eminem;785
2014-05-31;Drink To That All Night;jerrod niemann;639
2014-05-31;The Walker;fitz and the tantrums;0.77
2014-05-31;Headlights;eminem;686
2014-05-31;Midnight;coldplay;471
2014-05-31;Fever;the black keys;609
2014-05-31;Wake Up Lovin' You;craig morgan;537
2014-05-31;One;ed sheeran;444
2014-05-31;Heaven;jake worthington;394
2014-05-24;Burn;ellie goulding;309
2014-05-24;Animals;martin garrix;675
2014-05-24;Hey Brother;avicii;545
2014-05-24;The Man;aloe blacc;542
2014-05-24;Neon Lights;demi lovato;628
2014-05-24;Doin' What She Likes;blake shelton;581
2014-05-24;Man Of The Year;schoolboy q;719
2014-05-24;Invisible;hunter hayes;0.38
2014-05-24;#SELFIE;the chainsmokers;808
2014-05-24;I Can't Make You Love Me;josh kaufman;588
2014-05-24;How To Love;christina grimmie;456
2014-05-24;Come Get It Bae;pharrell;934
2014-05-24;17 Again;brantley gilbert;596
2014-05-17;Royals;lorde;584
2014-05-17;Say Something;a great big world;493
2014-05-17;Drunk In Love;beyonce;589
2014-05-17;Paranoid;ty dolla $ign;858
2014-05-17;For The First Time In Forever;kristen bell;375
2014-05-17;19 You + Me;dan + shay;493
2014-05-17;Hold On, We're Going Home;christina grimmie;773
2014-05-17;My Baby's Guns N' Roses;brantley gilbert;503
2014-05-17;The Big Bang;katy tiz;797
2014-05-10;Radioactive;imagine dragons;473
2014-05-10;I Hold On;dierks bentley;614
2014-05-10;Do You Want To Build A Snowman?;kristen bell, agatha lee monn;357
2014-05-10;Goodnight Kiss;randy houser;732
2014-05-10;John Doe;b.o.b;722
2014-05-10;Hello Kitty;avril lavigne;754
2014-05-10;Stay With Me;josh kaufman;508
2014-05-03;Do I Wanna Know?;arctic monkeys;535
2014-05-03;Helluva Life;frankie ballard;564
2014-05-03;Ride;somo;703
2014-05-03;Oceans (Where Feet May Fail);hillsong united;262
2014-05-03;Slow Me Down;sara evans;599
2014-05-03;Feelin' Myself;will.i.am;0.86
2014-05-03;Where It's At;dustin lynch;674
2014-04-26;My Hitta;yg;752
2014-04-26;Let It Go;demi lovato;499
2014-04-26;When She Says Baby;jason aldean;677
2014-04-26;Adore You;miley cyrus;583
2014-04-26;Take Me Home;cash cash;571
2014-04-26;Odio;romeo santos;802
2014-04-26;Lookin' For That Girl;tim mcgraw;504
2014-04-26;Bad Blood;bastille;664
2014-04-19;Roar;katy perry;0.56
2014-04-19;Up Down (Do This All Day);t-pain;763
2014-04-19;Young Girls;bruno mars;561
2014-04-19;Everything I Shouldn't Be Thinking About;thompson square;681
2014-04-19;Love Is An Open Door;kristen bell;533
2014-04-19;Beating Heart;ellie goulding;566
2014-04-12;Brave;sara bareilles;562
2014-04-12;Wrecking Ball;miley cyrus;466
2014-04-12;See You Tonight;scotty mccreery;515
2014-04-12;G.U.Y.;lady gaga;618
2014-04-05;Hold On, We're Going Home;drake;773
2014-04-05;Drink A Beer;luke bryan;571
2014-04-05;Compass;lady antebellum;556
2014-04-05;Love Me Again;john newman;485
2014-04-05;Loyal;chris brown;596
2014-04-05;Can't Raise A Man;k. michelle;623
2014-04-05;I Luh Ya Papi;jennifer lopez;0.74
2014-03-29;Blurred Lines;robin thicke;862
2014-03-29;We Might Be Dead By Tomorrow;soko;366
2014-03-22;Sail;awolnation;826
2014-03-22;The Language;drake;826
2014-03-22;Unconditionally;katy perry;555
2014-03-22;Waiting For Superman;daughtry;556
2014-03-22;They Don't Know;rico love;777
2014-03-22;Chocolate;the 1975;591
2014-03-22;Glory And Gore;lorde;683
2014-03-22;Ordinary Love;u2;649
2014-03-22;Sanctified;rick ross;729
2014-03-22;The Devil Is A Lie;rick ross;661
2014-03-22;Adrenalina;wisin;676
2014-03-15;Chillin' It;cole swindell;576
2014-03-15;Rap God;eminem;705
2014-03-15;Stay;florida georgia line;491
2014-03-15;Friday Night;eric paslay;653
2014-03-15;Do What U Want;lady gaga;785
2014-03-15;The Heart Of Dixie;danielle bradbery;456
2014-03-15;Love Don't Die;the fray;602
2014-03-15;Collard Greens;schoolboy q;828
2014-03-15;Loyal;chris brown;596
2014-03-15;Everything Is AWESOME!!!;tegan and sara;698
2014-03-08;Safe And Sound;capital cities;656
2014-03-08;Sweater Weather;the neighbourhood;695
2014-03-08;23;mike will made-it;856
2014-03-08;Whatever She's Got;david nail;0.53
2014-03-08;Worst Behavior;drake;771
2014-03-08;XO;beyonce;0.47
2014-03-08;Thinking About You;calvin harris;725
2014-03-01;Stay The Night;zedd;607
2014-03-01;White Walls;macklemore;765
2014-03-01;It Won't Stop;sevyn streeter;692
2014-03-01;Achy Breaky 2;buck 22;654
2014-03-01;You're Mine (Eternal);mariah carey;622
2014-03-01;Explosions;ellie goulding;331
2014-02-22;All Me;drake;669
2014-02-22;Sweet Annie;zac brown band;635
2014-02-22;Up All Night;jon pardi;554
2014-02-22;She Knows;j. cole;766
2014-02-22;Confident;justin bieber;738
2014-02-22;Midnight Memories;one direction;432
2014-02-15;Don't Let Me Be Lonely;the band perry;601
2014-02-15;m.A.A.d City;kendrick lamar;482
2014-02-15;Follow Your Arrow;kacey musgraves;632
2014-02-15;A Man Who Was Gonna Die Young;eric church;498
2014-02-08;We Were Us;keith urban and miranda lambert;573
2014-02-08;Carolina;parmalee;438
2014-02-08;Marry Me;jason derulo;568
2014-02-08;Radio;darius rucker;0.62
2014-02-08;El Perdedor;enrique iglesias;487
2014-02-01;Love More;chris brown;885
2014-02-01;Applause;lady gaga;667
2014-02-01;Wasting All These Tears;cassadee pope;471
2014-02-01;Drunk Last Night;eli young band;515
2014-02-01;I Luv This Sh*t;august alsina;484
2014-02-01;Alone Together;fall out boy;465
2014-02-01;All That Matters;justin bieber;678
2014-02-01;How I Feel;flo rida;637
2014-01-25;Holy Grail;jay-z;685
2014-01-25;Gas Pedal;sage the gemini;844
2014-01-25;Replay;zendaya;692
2014-01-25;Berzerk;eminem;732
2014-01-25;Sunny And 75;joe nichols;539
2014-01-25;TKO;justin timberlake;611
2014-01-25;Survival;eminem;453
2014-01-25;You Sound Good To Me;lucy hale;0.61
2014-01-18;That's My Kind Of Night;luke bryan;659
2014-01-18;Bounce It;juicy j;785
2014-01-18;The Fox;ylvis;703
2014-01-18;Honest;future;741
2014-01-18;Work B**ch!;britney spears;728
2014-01-18;Everybody's Got Somebody But Me;hunter hayes;638
2014-01-18;Perfume;britney spears;566
2014-01-18;Old School Love;lupe fiasco;701
2014-01-11;HeadBand;b.o.b;0.92
2014-01-11;Best Song Ever;one direction;654
2014-01-11;Gorilla;bruno mars;717
2014-01-11;Bound 2;kanye west;359
2014-01-11;Lolly;maejor ali;663
2014-01-11;Drunk In Love;beyonce;589
2014-01-11;Mine;beyonce;619
2014-01-11;Heart Attack;enrique iglesias;463
2014-01-01;Slow Down;selena gomez;817
2014-01-01;Little Drummer Boy;pentatonix;713
2014-01-01;Underneath The Tree;kelly clarkson;509
2014-01-01;Who You Love;john mayer;694
2014-01-01;I Have Nothing;tessanne chin;0.54
2014-01-01;Let It Be;tessanne chin;577
2013-12-28;Summertime Sadness;lana del rey;565
2013-12-28;Mine Would Be You;blake shelton;572
2013-12-28;Pound Cake / Paris Morton Music 2;drake;517
2013-12-28;What Now;rihanna;397
2013-12-28;Right There;ariana grande;617
2013-12-28;Saturday;rebecca black;703
2013-12-28;Bridge Over Troubled Water;tessanne chin;276
2013-12-28;Cannonball;lea michele;642
2013-12-28;Angel;jacquie lee;532
2013-12-28;My Story;r. kelly;939
2013-12-21;Beware;big sean;774
2013-12-21;Southern Girl;tim mcgraw;735
2013-12-21;Days Of Gold;jake owen;476
2013-12-21;The Outsiders;eric church;521
2013-12-21;Change Me;justin bieber;404
2013-12-21;I. Crawl;childish gambino;429
2013-12-21;All The Way Home;tamar braxton;652
2013-12-14;Mirrors;justin timberlake;574
2013-12-14;We Can't Stop;miley cyrus;607
2013-12-14;Red;taylor swift;608
2013-12-14;Red Nose;sage the gemini;859
2013-12-14;Type Of Way;rich homie quan;0.85
2013-12-14;Aw Naw;chris young;652
2013-12-14;Roller Coaster;justin bieber;701
2013-12-14;At Last;will champlin;137
2013-12-07;Only Time;enya;418
2013-12-07;Still Into You;paramore;602
2013-12-07;Tom Ford;jay-z;861
2013-12-07;Rough Water;travie mccoy;516
2013-12-07;Hallelujah;matthew schuler;0.26
2013-12-07;Diana;one direction;549
2013-12-07;PYD;justin bieber;458
2013-12-07;Strong;one direction;741
2013-12-07;Last Christmas;ariana grande;674
2013-11-30;Livin' On A Prayer;bon jovi;534
2013-11-30;Everything Has Changed;taylor swift;631
2013-11-30;Night Train;jason aldean;493
2013-11-30;Gas Pedal;sage the gemini;844
2013-11-30;Darte Un Beso;prince royce;757
2013-11-30;I Luv This Sh*t;august alsina featuing trinidad james;484
2013-11-30;Propuesta Indecente;romeo santos;757
2013-11-30;Dope;lady gaga;335
2013-11-30;All Bad;justin bieber;693
2013-11-23;It Goes Like This;thomas rhett;0.54
2013-11-23;Parking Lot Party;lee brice;0.54
2013-11-23;Get Me Bodied;beyonce;925
2013-11-23;Give It 2 U;robin thicke;689
2013-11-23;I Luv This Sh*t;august alsina;484
2013-11-23;All Kinds Of Kinds;miranda lambert;392
2013-11-23;Let Me Go;avril lavigne;389
2013-11-23;Say Something;a great big world;493
2013-11-23;Bad Day;justin bieber;669
2013-11-23;A Case Of You;james wolpert;693
2013-11-23;Beautiful Pain;eminem;691
2013-11-16;Can't Hold Us;macklemore;641
2013-11-16;Clarity;zedd;523
2013-11-16;Get Lucky;daft punk;0.81
2013-11-16;Crooked Smile;j. cole;607
2013-11-16;True Love;p!nk;457
2013-11-16;V.S.O.P.;k. michelle;277
2013-11-16;Closer;tegan and sara;588
2013-11-16;Venus;lady gaga;814
2013-11-16;Recovery;justin bieber;478
2013-11-09;Cups (Pitch Perfect's When I'm Gone);anna kendrick;882
2013-11-09;Round Here;florida georgia line;523
2013-11-09;Miss Movin' On;fifth harmony;464
2013-11-09;Best I Ever Had;gavin degraw;544
2013-11-09;Hold Tight;justin bieber;465
2013-11-09;Sweeter Than Fiction;taylor swift;0.71
2013-11-09;Wait For A Minute;tyga;823
2013-11-02;Just Give Me A Reason;p!nk;778
2013-11-02;Treasure;bruno mars;874
2013-11-02;Chinese Food;alison gold;0.63
2013-10-26;Cruise;florida georgia line;464
2013-10-26;Hey Girl;billy currington;473
2013-10-26;Love Somebody;maroon 5;675
2013-10-26;Redneck Crazy;tyler farr;487
2013-10-26;Outta My Head;craig campbell;681
2013-10-26;Loco;enrique iglesias;754
2013-10-26;Heartbreaker;justin bieber;719
2013-10-26;Sirens;pearl jam;524
2013-10-26;Make You Feel My Love;glee cast;325
2013-10-26;Drive;miley cyrus;581
2013-10-26;Someone Else;miley cyrus;668
2013-10-19;Same Love;macklemore;684
2013-10-19;I Need Your Love;calvin harris;695
2013-10-19;Little Bit Of Everything;keith urban;628
2013-10-19;Don't Ya;brett eldredge;537
2013-10-19;Point At You;justin moore;627
2013-10-19;Take Back The Night;justin timberlake;653
2013-10-19;Bruises;train;0.63
2013-10-19;Furthest Thing;drake;486
2013-10-19;From Time;drake;737
2013-10-19;Gone;kanye west;851
2013-10-19;Walking On Air;katy perry;588
2013-10-19;My Hitta;yg;752
2013-10-12;Gone, Gone, Gone;phillip phillips;667
2013-10-12;Young And Beautiful;lana del rey;319
2013-10-12;Feds Watching;2 chainz;0.79
2013-10-12;American Girl;bonnie mckee;0.66
2013-10-12;Wu-Tang Forever;drake;846
2013-10-12;Too Much;drake;673
2013-10-12;From Time;drake;737
2013-10-12;Own It;drake;653
2013-10-12;Tuscan Leather;drake;542
2013-10-12;Come Thru;drake;548
2013-10-05;The Way;ariana grande;644
2013-10-05;Runnin' Outta Moonlight;randy houser;532
2013-10-05;All Over The Road;easton corbin;515
2013-10-05;Tapout;rich gang;736
2013-10-05;Could It Be;charlie worsham;641
2013-10-05;A Light That Never Comes;linkin park;687
2013-10-05;Monster;imagine dragons;482
2013-10-05;You Make Me;avicii;0.58
2013-10-05;This Is What It Feels Like;armin van buuren;552
2013-09-28;Stay;rihanna;631
2013-09-28;See You Again;carrie underwood;514
2013-09-28;Wop;j. dash;836
2013-09-28;Beneath Your Beautiful;labrinth;558
2013-09-28;Ain't Worried About Nothin;french montana;0.69
2013-09-28;Don't Drop That Thun Thun!;the finatticz;931
2013-09-28;Easy;sheryl crow;522
2013-09-28;Vivir Mi Vida;marc anthony;653
2013-09-28;Baby I;ariana grande;719
2013-09-28;Bounce It;juicy j;786
2013-09-28;Atlas;coldplay;284
2013-09-28;Popular Song;mika;644
2013-09-28;Stay The Night;zedd;0.6
2013-09-28;23;mike will made it;856
2013-09-28;I Do It;2 chainz;606
2013-09-28;Reflektor;arcade fire;592
2013-09-21;Thrift Shop;macklemore;781
2013-09-21;Come & Get It;selena gomez;523
2013-09-21;The Other Side;jason derulo;561
2013-09-21;Body Party;ciara;0.58
2013-09-21;Goodbye Town;lady antebellum;678
2013-09-21;F*ckwithmeyouknowigotit;jay-z;unknown
2013-09-21;When I See This Bar;kenny chesney;711
2013-09-21;Turn The Night Up;enrique iglesias;778
2013-09-21;Almost Is Never Enough;ariana grande;355
2013-09-21;Versace;migos;841
2013-09-21;Act Right;yo gotti;885
2013-09-14;Power Trip;j. cole;0.63
2013-09-14;Crash My Party;luke bryan;521
2013-09-14;How Many Drinks?;miguel;379
2013-09-14;No New Friends (SFTB Remix);dj khaled;0.7
2013-09-14;Acapella;karmin;666
2013-09-14;Hail To The King;avenged sevenfold;584
2013-09-14;Blood On The Leaves;kanye west;415
2013-09-14;Oh Sweet Lorraine;green shoe studio;549
2013-09-14;Rock N Roll;avril lavigne;455
2013-09-07;I Want Crazy;hunter hayes;562
2013-09-07;U.O.E.N.O.;rocko;422
2013-09-07;Beat It;sean kingston;493
2013-09-07;#Beautiful;mariah carey;0.67
2013-09-07;Crazy Kids;ke$ha;718
2013-09-07;LoveHate Thing;wale;562
2013-09-07;Wildfire;john mayer;719
2013-09-07;Helluva Night;ludacris;736
2013-08-31;When I Was Your Man;bruno mars;612
2013-08-31;I Love It;icona pop;714
2013-08-31;Boys 'Round Here;blake shelton;611
2013-08-31;Right Now;rihanna;758
